Scientific Name,ID
Streptococcus pyogenes MGAS9917,529971
Streptococcus pyogenes MGAS9893,529964
Streptococcus pyogenes MGAS10041,529993
Streptococcus pyogenes MGAS15034,530018
Streptococcus pyogenes MGAS15043,530020
Streptococcus pyogenes MGAS15045,530021
Streptococcus pyogenes MGAS15049,530022
Streptococcus pyogenes MGAS15053,530023
Streptococcus pyogenes MGAS9934,529975
Streptococcus pyogenes MGAS3374,529950
Streptococcus pyogenes MGAS3664,529946
Streptococcus pyogenes MGAS9986,529986
Streptococcus pyogenes MGAS9990,529987
Streptococcus pyogenes MGAS10021,529988
Streptococcus pyogenes MGAS10025,529990
Streptococcus pyogenes MGAS9892,529963
Streptococcus pyogenes MGAS10024,529989
Streptococcus pyogenes MGAS15057,530024
Streptococcus pyogenes MGAS15061,530025
Streptococcus pyogenes MGAS15184,530026
Streptococcus pyogenes MGAS15188,530027
Streptococcus pyogenes MGAS15192,530028
Streptococcus pyogenes MGAS15196,530029
Streptococcus pyogenes MGAS3376,529951
Streptococcus pyogenes MGAS15017,530014
Streptococcus pyogenes MGAS15021,530015
Streptococcus pyogenes MGAS15025,530016
Staphylococcus aureus subsp. aureus 68-81,585133
Staphylococcus aureus subsp. aureus 55/2798,585124
Staphylococcus aureus subsp. aureus 55/3224,585125
Staphylococcus aureus subsp. aureus M765,585140
Staphylococcus aureus subsp. aureus 4022,585121
Staphylococcus aureus subsp. aureus 55/3488,585126
Staphylococcus aureus subsp. aureus 55/2237,585123
Staphylococcus aureus subsp. aureus 75916,585136
Staphylococcus aureus subsp. aureus 67-43,585132
Staphylococcus aureus subsp. aureus 69-172,585134
Staphylococcus aureus subsp. aureus 01.7997.S,585120
Staphylococcus aureus subsp. aureus 65-20,585129
Staphylococcus aureus subsp. aureus 65-1119,585128
Staphylococcus aureus subsp. aureus BH26-04,585137
Ostreococcus lucimarinus virus OlV5,754064
Vibrio cholerae NCTC 8457,417399
Vibrio cholerae MO10,345072
Puccinia striiformis CYR-32,931977
Puccinia striiformis UK94/519,931976
Enterococcus faecalis X98,565641
Bacillus cereus BAG2X1-3,1053181
Bacillus cereus ISP3191,1053216
Bacillus cereus VDM062,1053250
Bacillus cereus VD166,1053240
Bacillus cereus VD154,1053238
Bacillus cereus VD115,1053230
Bacillus cereus VD148,1053237
Bacillus cereus VD107,1053229
Bacillus cereus VD102,1053228
Bacillus cereus MSX-D12,1053222
Bacillus cereus VD021,1053224
Bacillus cereus MSX-A1,1053220
Bacillus cereus MC67,1053219
Bacillus cereus MC118,1053218
Bacillus cereus K-5975c,1053217
Bacillus cereus IS195,1053213
Bacillus cereus IS845/00,1053214
Bacillus cereus HuB4-4,1053211
Bacillus cereus HuB4-10,1053210
Bacillus cereus HuB2-9,1053209
Bacillus cereus HuB1-1,1053207
Bacillus cereus CER074,1053199
Bacillus cereus HD73,1053200
Bacillus cereus CER057,1053198
Bacillus cereus BtB2-4,1053197
Bacillus cereus BMG1.7,1053196
Bacillus cereus BAG6X1-2,1053195
Bacillus cereus BAG6X1-1,1053194
Bacillus cereus BAG6O-2,1053193
Bacillus cereus BAG6O-1,1053192
Bacillus cereus BAG5X1-1,1053189
Bacillus cereus BAG5O-1,1053188
Bacillus cereus BAG4X2-1,1053187
Bacillus cereus BAG4X12-1,1053186
Bacillus cereus BAG4O-1,1053185
Bacillus cereus BAG3X2-1,1053183
Bacillus cereus BAG3O-2,1053182
Bacillus cereus BAG2X1-2,1053180
Bacillus cereus BAG2X1-1,1053179
Bacillus cereus BAG2O-3,1053178
Bacillus cereus BAG1X1-3,1053172
Bacillus cereus AND1407,1053166
Bacillus cereus VDM019,1053246
Bacillus cereus VD196,1053243
Bacillus cereus VD169,1053241
Bacillus cereus VD156,1053239
Bacillus cereus VD133,1053233
Bacillus cereus VD078,1053227
Bacillus cereus VD048,1053226
Bacillus cereus VD045,1053225
Bacillus cereus VD014,1053223
Bacillus cereus MSX-A12,1053221
Bacillus cereus HuA4-10,1053206
Bacillus cereus HuA3-9,1053205
Bacillus cereus HuA2-9,1053204
Bacillus cereus HuA2-4,1053203
Bacillus cereus HuA2-1,1053201
Bacillus cereus BAG1X2-2,1053174
Bacillus cereus BAG1X2-1,1053173
Bacillus cereus BAG1X1-2,1053171
Bacillus cereus BAG1X1-1,1053170
Bacillus cereus BAG1O-3,1053169
Bacillus cereus BAG1O-2,1053168
Escherichia coli O104:H4 str. 11-3798,1048335
Mycoplasma agalactiae,2110
Mycoplasma bovis,28903
Mycoplasma flocculare,2128
Delftia acidovorans CCUG 15835,883100
Delftia acidovorans CCUG 274B,883101
Myroides odoratimimus CCUG 3837,883153
Afipia broomeae ATCC 49717,883078
Slackia piriformis YIT 12062,742818
Barnesiella intestinihominis YIT 11860,742726
Helcococcus kunzii ATCC 51366,883114
Flavonifractor sp. hmp_mda_pilot_jcvi_0195,1316609
Ruminococcaceae bacterium hmp_mda_pilot_jcvi_0104,1316608
Ruminococcaceae bacterium hmp_mda_pilot_jcvi_0103,1316607
Bifidobacterium bifidum NCIMB 41171,398513
Fusobacterium periodonticum 2_1_31,469599
Eubacterium sp. 3_1_31,457402
Klebsiella oxytoca 10-5248,883123
Erysipelotrichaceae bacterium 6_1_45,469614
Erysipelotrichaceae bacterium 21_3,658657
Paenibacillus sp. 4_7_47FAA,658660
Klebsiella oxytoca 10-5249,883124
Klebsiella oxytoca 10-5250,883125
Klebsiella oxytoca 10-5245,883120
Klebsiella oxytoca 10-5244,883119
Klebsiella oxytoca 10-5243,883118
Klebsiella oxytoca 10-5242,883117
Klebsiella oxytoca 09-7231,883116
Fusobacterium nucleatum subsp. animalis 21_1A,469601
Escherichia sp. 1_1_43,457400
Clostridium sp. D5,556261
Coprobacillus sp. D6,556262
Bacteroides sp. 2_2_4,469590
Fusobacterium nucleatum subsp. animalis D11,556264
Erysipelotrichaceae bacterium D7,564664
Bacteroides dorei 5_1_36/D4,556260
Shigella sp. D8,556265
Fusobacterium varium ATCC 27725,469618
Escherichia sp. 4_1_40B,457401
Fusobacterium ulcerans ATCC 49185,469617
Fusobacterium periodonticum 1_1_41FAA,469621
Fusobacterium necrophorum D12,556263
Fusobacterium mortiferum ATCC 9817,469616
Bacteroides sp. D2,556259
Bacteroides sp. D1,556258
Citrobacter sp. 30_2,469595
Oxalobacter formigenes OXCC13,556269
Helicobacter winghamensis ATCC BAA-430,556267
Bacteroides sp. 9_1_42FAA,457395
Flavobacteriaceae bacterium LANL_C1_MDA_FEC_HR3_1,1357344
Subdoligranulum sp. 6_1_47FAA,665955
Sporothrix schenckii ATCC 58251,1391915
Kluyvera sp. UC1_BHI_B,1357331
Helicobacter macacae MIT 99-5501,1357400
Dialister pneumosintes CD1_D5_FAA_6,1357393
[Clostridium] innocuum UC1_FAA_N,1357388
Catabacter hongkongensis AB8_9,1357384
Streptococcus sp. oral taxon 71 str. ATCC 15914,1316590
Selenomonas dianae ATCC 43527,1316584
Prevotella sp. oral taxon 376 str. F0043,1316591
Oribacterium sp. oral taxon 102 str. W9097,1316598
Kluyvera ascorbata F0526,1316585
[Clostridium] bolteae CC43_001B,1073368
Staphylococcus sp. KPL1816,1203580
Staphylococcus sp. KPL1815,1203579
Capnocytophaga sp. oral taxon 878 str. F0545,1316597
Capnocytophaga sp. oral taxon 864 str. F0512,1316595
Actinomyces sp. oral taxon 169 str. F0496,1316592
Helicobacter canis NCTC 12740,1357399
Helicobacter pullorum MIT 98-5489,537972
Adlercreutzia equolifaciens UC1_BHI_P,1357377
Methylobacterium sp. LANL_B2_MDA_FEC_HR3_2,1357333
Kocuria sp. LANL_A2_MDA_BH_HR4_1,1365973
Enterococcus sp. LANL_G1_MDA_FEC_HR4_2,1357329
Pseudoflavonifractor capillosus UC1_FAA_NB_F,1357380
Ruminococcaceae bacterium 2_1_42A,742724
Collinsella aerofaciens UC1_BHI_C,1357391
Weissella cibaria F16_1,1357418
Veillonella parvula AC2_8_11_AN_NA_2,1357417
Veillonella atypica UC1_FAA_A,1357415
Veillonella atypica CD1_NA_1,1357414
Synergistes sp. 22-5-S_12_D6_FAA,1357335
Phascolarctobacterium faecium UC1_BHI_D,1357409
Peptococcus sp. 2_1_54CFAACT2,1357330
Parabacteroides merdae UC1_BHI_R,1357405
Morganella morganii AC2_8_11_AN_D6_FAA_4,1365974
Micrococcus luteus CD1_FAA_NB_1,1357403
Leuconostoc mesenteroides A16_17,1357402
Fusobacterium ulcerans AC2_8_11_AN_D5_FAA_7,1365972
Fusobacterium nucleatum 13_3C,1357398
Dorea formicigenerans UC1_FAA_G,1357394
[Clostridium] leptum A16_3,1357389
[Clostridium] hylemonae CD1_FAA_3,1357387
Paraclostridium bifermentans NI48_6,1357385
Bilophila wadsworthia AC2_8_11_AN_D5_FAA_1,1357383
Bacteroides cellulosilyticus UC1_FAA_J,1357381
Veillonella dispar UC1_MRS_D,1357416
Slackia exigua CD1_D6_FAA_13,1357412
Varibaculum cambriense AB12_3,1357413
Raoultella ornithinolytica CD1_MRS_4,1357411
Peptoniphilus asaccharolyticus CD1_D5_FAA_2,1357407
Parvimonas micra CD1_D6_FAA_3,1357406
Mogibacterium timidum CD1_D5_FAA_3,1357404
Lactobacillus curvatus F16_9,1357401
Enterococcus durans CD1_FAA_2_aer.,1357396
Eggerthella lenta MR1_12,1357395
Clostridium paraputrificum ETR2_15,1357390
Clostridium cadaveris CD1_D5_FAA_12,1357386
Bifidobacterium angulatum F16_22,1357382
Bacteroides caccae MR1_13,1357379
Alistipes shahii ETR2_14,1357378
Eubacterium infirmum CD1_FAA_NB_6,1357397
Lachnospiraceae bacterium hmp_mda_pilot_jcvi_0098,1316621
Subdoligranulum sp. hmp_mda_pilot_jcvi_0110,1316518
Sphingomonas sp. hmp_mda_pilot_jcvi_0201,1316523
Simonsiella sp. hmp_mda_pilot_jcvi_0203,1316525
Selenomonas sp. hmp_mda_pilot_jcvi_0577,1316529
Selenomonas sp. hmp_mda_pilot_jcvi_0200,1316522
Ruminococcaceae bacterium hmp_mda_pilot_jcvi_0105,1316633
Ruminococcaceae bacterium hmp_mda_pilot_jcvi_0102,1316632
Ruminococcaceae bacterium hmp_mda_pilot_jcvi_0101,1316631
Ruminococcaceae bacterium hmp_mda_pilot_jcvi_0100,1316630
Porphyromonas sp. hmp_mda_pilot_jcvi_0204,1316526
Porphyromonas sp. hmp_mda_pilot_jcvi_0197,1316519
Methylobacterium sp. hmp_mda_pilot_jcvi_0205,1316527
Lachnospiraceae bacterium hmp_mda_pilot_jcvi_0194,1316623
Haemophilus sp. hmp_mda_pilot_jcvi_0198,1316520
Clostridiales bacterium hmp_mda_pilot_jcvi_0578,1316617
Clostridia bacterium hmp_mda_pilot_jcvi_0108,1316612
Clostridia bacterium hmp_mda_pilot_jcvi_0099,1316611
Capnocytophaga sp. hmp_mda_pilot_jcvi_0199,1316521
Bacteroidales bacterium hmp_mda_pilot_jcvi_0196,1316605
Brevundimonas sp. hmp_mda_pilot_jcvi_0202,1316524
Aggregatibacter sp. hmp_mda_pilot_jcvi_0576,1316528
Acetanaerobacterium sp. hmp_mda_pilot_jcvi_0109,1316517
Acetanaerobacterium sp. hmp_mda_pilot_jcvi_0107,1316516
Acetanaerobacterium sp. hmp_mda_pilot_jcvi_0106,1316515
Clostridia bacterium hmp_mda_pilot_jcvi_0097,1316610
Klebsiella pneumoniae ATCC 43816,1316582
Fusobacterium nucleatum CTI-7,1316588
Fusobacterium nucleatum CTI-6,1316587
Fusobacterium nucleatum CTI-5,1316586
Actinomyces odontolyticus C702,562972
Corynebacterium sp. KPL1824,1203561
Corynebacterium sp. KPL1855,1203562
Solobacterium moorei CC57E,1073371
